"name","longitude","latitude","prov","day","key"
"Firoloida desmarestia Lesueur, 1817",-111.951667,27.835833,"gbif",2005-11-23,"1418763228"
"Firoloida desmarestia Lesueur, 1817",-111.847222,26.995833,"gbif",2005-11-22,"1418763011"
"Firoloida desmarestia Lesueur, 1817",-110.290556,26.973611,"gbif",2005-11-21,"1418763183"
"Firoloida desmarestia Lesueur, 1817",-111.2425,26.123333,"gbif",2005-11-20,"1418762540"
"Firoloida desmarestia Lesueur, 1817",-109.292778,25.440833,"gbif",2005-11-19,"1418762216"
"Firoloida desmarestia Lesueur, 1817",-110.1225,24.679167,"gbif",2005-11-19,"1418763118"
"Firoloida desmarestia Lesueur, 1817",-6.78888,35.29572,"gbif",2004-08-18,"2570098163"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",2002-03-01,"1317463064"
"Firoloida desmarestia Lesueur, 1817",-79.9289,27.4797,"gbif",2002-04-22,"1317948906"
"Firoloida desmarestia Lesueur, 1817",-79.8851,27.6531,"gbif",2002-05-01,"1320804601"
"Firoloida desmarestia Lesueur, 1817",11.77,42.1,"gbif",2001-03-01,"2570112104"
"Firoloida desmarestia Lesueur, 1817",12.62,41.44,"gbif",1999-02-01,"2570111501"
"Firoloida desmarestia Lesueur, 1817",-87.866667,23.431667,"gbif",1994-04-25,"2629294513"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-18,"207834231"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-23,"207834232"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",1993-05-29,"207834233"
"Firoloida desmarestia Lesueur, 1817",25.6,37.36,"gbif",1986-07-01,"2570113781"
"Firoloida desmarestia Lesueur, 1817",126.941667,28.346667,"gbif",1982-07-24,"3094902422"
"Firoloida desmarestia Lesueur, 1817",-22.916667,15.916667,"gbif",1982-08-01,"2570113152"
"Firoloida desmarestia Lesueur, 1817",130.841667,29.008333,"gbif",1982-08-05,"3094950436"
"Firoloida desmarestia Lesueur, 1817",-158.3,21.383333,"gbif",1981-05-30,"4103883281"
"Firoloida desmarestia Lesueur, 1817",130.833333,29,"gbif",1981-07-27,"3094941392"
"Firoloida desmarestia Lesueur, 1817",138.416667,34.333333,"gbif",1981-07-12,"3094950412"
"Firoloida desmarestia Lesueur, 1817",140.4,34.683333,"gbif",1980-06-15,"3094898380"
"Firoloida desmarestia Lesueur, 1817",124.15,27.25,"gbif",1980-07-18,"3094950385"
"Firoloida desmarestia Lesueur, 1817",126.583333,25.4,"gbif",1980-07-18,"3094948381"
"Firoloida desmarestia Lesueur, 1817",134.9,32.883333,"gbif",1980-07-28,"3094943383"
"Firoloida desmarestia Lesueur, 1817",141.5,34.383333,"gbif",1979-06-20,"3094906377"
"Firoloida desmarestia Lesueur, 1817",134.866667,31.916667,"gbif",1979-07-11,"3094946368"
"Firoloida desmarestia Lesueur, 1817",134.9,32.883333,"gbif",1979-07-13,"3094947365"
"Firoloida desmarestia Lesueur, 1817",124.15,27.25,"gbif",1978-07-19,"3094946344"
"Firoloida desmarestia Lesueur, 1817",126.583333,25.4,"gbif",1978-07-21,"3094904344"
"Firoloida desmarestia Lesueur, 1817",128.966667,23.566667,"gbif",1978-08-04,"3094906341"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1978-10-01,"4040392324"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1976-02-08,"2444212908"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1969-05-21,"4104010376"
"Firoloida desmarestia Lesueur, 1817",-92.05,-1.85,"gbif",1967-02-15,"1318935321"
"Firoloida desmarestia Lesueur, 1817",-125.98,6.17,"gbif",1967-02-26,"1319045343"
"Firoloida desmarestia Lesueur, 1817",-118.85,6.0833,"gbif",1967-02-03,"1320149293"
"Firoloida desmarestia Lesueur, 1817",-118.97,-7.7,"gbif",1967-02-10,"1321420332"
"Firoloida desmarestia Lesueur, 1817",-92.0333,-12.3167,"gbif",1967-02-19,"1321946285"
"Firoloida desmarestia Lesueur, 1817",-86.6,1.35,"gbif",1967-03-21,"1317786160"
"Firoloida desmarestia Lesueur, 1817",-112.025,5.5,"gbif",1967-03-15,"1319163123"
"Firoloida desmarestia Lesueur, 1817",-101.15,15.9983,"gbif",1967-03-13,"1322957170"
"Firoloida desmarestia Lesueur, 1817",-112.467,5.1667,"gbif",1967-04-26,"1322049811"
"Firoloida desmarestia Lesueur, 1817",-112.02,6.2,"gbif",1967-05-16,"1320542647"
"Firoloida desmarestia Lesueur, 1817",-105.433,7.2,"gbif",1967-05-11,"1322148408"
"Firoloida desmarestia Lesueur, 1817",-118.725,-2.37,"gbif",1967-08-17,"1318840686"
"Firoloida desmarestia Lesueur, 1817",-119.025,0.3917,"gbif",1967-08-16,"1318893217"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1949-11-01,"1057013366"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1914-07-21,"477178354"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-30,"477222776"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-22,"477222777"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-30,"477222778"
